MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367565750,2022-03-31T05:10:40,34.24456,-119.26469,0,328.9,249,ISLAND EXPLORER,,WDG7285,60,0,19,,,60,A
367533050,2022-03-31T05:10:42,35.45918,-89.9939,4,353.9,511,SALLY BROMFIELD,IMO8836649,WDG4107,31,12,54,15,,57,A
367504690,2022-03-31T05:10:42,45.58097,-122.76031,0,324.6,122,WALLACE E,IMO8936580,WDF9394,31,5,35,10,,31,A
339559000,2022-03-31T05:10:43,33.97742,-118.44952,0,345.2,511,IMAGINE,,6YSZ7,36,,,,,,B
368057340,2022-03-31T05:10:50,27.46193,-80.32169,0,337.1,211,BAYOU WARRIOR,IMO0000001,WDM6571,57,0,16,6,2,57,A
311727000,2022-03-31T05:10:50,27.88491,-96.28238,7.5,315.7,320,HELGA SPIRIT,IMO9292503,C6FZ3,80,0,249,43,14.9,80,A
366923910,2022-03-31T05:10:53,47.62949,-122.39265,0,360,511,FREEDOM,,WDB6399,37,,17,5,,,B
367086370,2022-03-31T05:11:10,29.82234,-93.33834,0.1,288.8,511,MISS CAROLYN,IMO8635605,WDC8397,31,0,18,6,,31,A
368121940,2022-03-31T05:16:08,38.39982,-82.54352,0,13.7,90,LOUIS DEVILLE,,WDK1234,31,12,37,11,3.1,31,A
367731210,2022-03-31T05:14:50,26.10428,-80.12923,0,250.6,511,SEA CLEF,,WDI7690,37,0,29,,,37,A
367493370,2022-03-31T05:16:15,29.78899,-95.07598,0,218.3,10,JOHN BOOZMAN,,WDF8294,31,0,24,9,,52,A
366772780,2022-03-31T05:14:52,47.60205,-122.34021,0,61.2,85,WSF WALLA WALLA,IMO7233151,WYX2158,60,0,134,26,5.2,60,A
338102000,2022-03-31T05:16:22,32.72378,-117.22613,0,221,511,EXCEL,IMO8654560,WDH8776,60,0,33,9,,60,A
304010983,2022-03-31T05:10:33,25.52648,-94.66308,11.3,183.7,182,INDUSTRIAL AIM,IMO9204934,V2OC9,70,4,99,17,7.3,79,A
367033730,2022-03-31T05:16:24,29.36145,-94.91326,0,338.1,86,JESSICA LYN,,WDC4973,31,15,13,6,,52,A
368106490,2022-03-31T05:10:36,29.94807,-90.38075,6.6,295.9,298,COUNT FLEET,,WDK9770,57,12,22,10,3.1,57,A
367702560,2022-03-31T05:16:42,30.00286,-90.82915,1.5,332.6,352,SAFETY VOYAGER,,WDI4839,31,12,21,8,,57,A
367057690,2022-03-31T05:10:46,30.06208,-90.86066,7.3,97.5,114,CAPT GREGORY SMITH,,WDC6542,31,0,54,15,,57,A
368212490,2022-03-31T05:15:08,29.9912,-93.93509,0,281.6,127,SPARTAN,,WDM5091,52,0,30,13,0,52,A
367175780,2022-03-31T05:10:52,39.86118,-75.22468,0,123.8,241,WEDDELL SEA,IMO8741820,WDG2226,31,1,31,11,5.2,57,A
367480130,2022-03-31T05:10:52,45.73476,-122.85223,0,175.8,511,R PARADISE,,WDF7008,37,,24,6,,,B
477153200,2022-03-31T05:10:58,45.68574,-122.77277,0,181.5,194,LA FRESNAIS,IMO9786047,VRRN6,70,1,180,30,7,70,A
319048800,2022-03-31T05:15:52,26.74812,-80.05089,0,173.4,89,GRACE E,IMO1011886,ZGDA,37,5,73,13,4.3,37,A
367750780,2022-03-31T05:15:53,25.79887,-80.24909,0,360,511,JEAN RUTH,,WDI9648,31,3,,,,31,A
367091050,2022-03-31T05:15:54,39.89643,-75.1967,0,315,511,MCALLISTER RESPONDER,IMO6801743,WDC8665,31,5,32,8,3.8,52,A
366977290,2022-03-31T05:15:08,29.98077,-81.64714,0,268.7,511,CHEETAH,IMO8852497,WDB9498,31,,24,7,,,B
368041830,2022-03-31T05:15:54,29.95294,-90.05622,0,260.8,178,RTA1,IMO9813644,WDK3088,60,5,33,8,1,60,A
316003703,2022-03-31T05:15:11,49.12434,-123.19037,0,5.1,4,BLUE WATERS,IMO5410418,CZ4012,30,0,28,6,3.3,30,A
316005716,2022-03-31T05:15:58,49.16914,-122.49077,7.3,261.6,511,SEASPAN TEMPEST,,,52,0,18,7,3.1,52,A
538009301,2022-03-31T05:15:14,38.93773,-76.4074,0.2,341,92,MAGIC ORION,IMO9346330,V7A4563,70,1,288,45,11.2,70,A
366999713,2022-03-31T05:16:01,29.89589,-92.11637,0,280.4,511,CG AMBERJACK,,NTMV,90,0,26,5,,55,A
374092000,2022-03-31T05:15:20,49.03992,-123.28969,12,311.9,312,NAVIOS SPHERA,IMO9738818,3FLS5,70,0,228,,,70,A
366772780,2022-03-31T05:16:01,47.60207,-122.34021,0,61.2,85,WSF WALLA WALLA,IMO7233151,WYX2158,60,0,134,26,5.2,60,A
316030626,2022-03-31T05:16:10,48.85264,-123.44605,0.5,133.1,158,SALISH EAGLE,IMO9750282,CFCX,70,0,,,,60,A
566739000,2022-03-31T05:15:25,33.73933,-118.21618,0.1,238.6,220,NORD STEADY,IMO9629706,S6ME7,80,1,183,32,13,80,A
353013000,2022-03-31T05:16:21,38.0606,-122.21317,12.2,104.3,105,APOLLON HIGHWAY,IMO9728083,3EJX7,70,0,,,,70,A
367662140,2022-03-31T05:15:46,39.15866,-74.34046,9.7,356,511,CHRISTY,IMO7611389,WDH8851,30,,28,8,,,B
366946760,2022-03-31T05:11:04,40.64049,-74.1295,0,2.7,138,BRENDAN TURECAMO,IMO7420431,WDB9024,31,5,32,9,3.9,1,A
316038834,2022-03-31T23:59:18,48.31453,-124.27347,6.6,115.3,111,OCEAN DEFIANT,,,52,15,20,7,0,52,A
367421660,2022-03-31T05:16:28,47.05124,-122.90565,0,360,511,CAPT BOB CAMPBELL,,WDE9819,31,0,21,7,,52,A
341079000,2022-03-31T05:11:23,27.45803,-80.32245,0.1,294.5,64,MONARCH PRINCESS,IMO7725374,V4JU4,0,5,0,0,3.6,0,A
367305420,2022-03-31T05:15:16,31.14349,-81.49678,0,286.1,511,DOROTHY MORAN,IMO7716995,WXU4654,31,0,30,9,3.9,52,A
369970319,2022-03-31T05:09:31,38.98249,-76.46774,0,300.3,511,YP-692,,NJLQ,90,,,,,,B
319035600,2022-03-31T05:09:45,32.08262,-81.08538,0,38.1,285,SYCARA V,IMO1009766,ZGAX,37,5,68,12,3.7,37,A
367675880,2022-03-31T05:15:18,27.82005,-97.47473,0,121.8,21,CAPT. ELLIOT CROCHET,IMO1259540,WDJ4739,52,0,23,11,3.1,52,A
316026464,2022-03-31T05:15:24,49.23181,-123.23488,0.5,83.9,36,RIVER STAR,,,31,0,10,4,0.9,52,A
368090850,2022-03-31T05:16:22,29.03478,-95.22874,4.8,26.2,25,LOUISE NEWELL,,WDK8102,31,12,22,9,2.2,31,A
367384580,2022-03-31T05:09:48,39.75069,-74.11445,0,0,511,KATHY ANN,IMO8813908,WDE6768,30,,27,7,,,B
367305420,2022-03-31T05:16:27,31.14348,-81.49678,0,280.8,511,DOROTHY MORAN,IMO7716995,WXU4654,31,0,30,9,3.9,52,A
367180360,2022-03-31T05:16:34,30.28926,-81.41694,0,0,511,MOSEY,,WDD6983,37,,18,,,,B
311603000,2022-03-31T05:11:40,33.72722,-118.19684,0.1,284.6,229,NAT GEO ORION,IMO9273076,C6TE3,60,1,102,14,3.8,60,A
538004026,2022-03-31T05:15:07,29.36616,-94.89153,0,78.4,69,HOVDEN SPIRIT,IMO9596997,V7UT7,80,5,243,42,15,80,A
477133100,2022-03-31T05:11:41,45.60103,-122.77388,0,6.5,278,ANSAC PHOENIX,IMO9706334,VRMZ4,70,5,169,27,9.8,70,A
353013000,2022-03-31T05:15:12,38.06159,-122.21805,12.4,103.3,105,APOLLON HIGHWAY,IMO9728083,3EJX7,70,0,,,,70,A
316002873,2022-03-31T05:15:24,43.36174,-79.6733,10.1,52.4,53,OCEAN GOLF,IMO5146354,,31,0,31,8,3.1,52,A
319155000,2022-03-31T05:15:27,26.7019,-80.04568,0,195.4,182,ANNASTAR,IMO9620190,ZGCC8,37,5,49,9,2.3,37,A
316031481,2022-03-31T05:18:57,49.20468,-122.9,7.6,30.3,511,HERB L LEDCOR,,,52,0,,,,52,A
367004910,2022-03-31T05:19:02,29.95355,-90.03552,0,4.7,278,T H KELLY,,WDC3264,31,0,23,9,,31,A
367387060,2022-03-31T05:19:05,29.60301,-89.86674,0,284.6,511,MISS CAITLIN,,WCY8575,60,15,13,,,31,A
241256000,2022-03-31T05:19:06,48.71901,-123.53947,0,339.1,307,ANANGEL NOBILITY,IMO9593220,SVBS8,70,1,299,50,18.5,70,A
367662140,2022-03-31T05:19:17,39.16804,-74.34193,9.7,348,511,CHRISTY,IMO7611389,WDH8851,30,,28,8,,,B
366939820,2022-03-31T05:19:22,40.64109,-74.12963,0,218.7,215,MARGARET MORAN,IMO7908158,WQZ6557,31,5,30,9,3.9,52,A
368161120,2022-03-31T05:11:05,30.01439,-90.82977,0,360,511,BIENVILLE,,WDL7538,50,0,13,4,0,50,A
367056060,2022-03-31T05:19:22,30.12938,-91.32234,4.6,178.8,511,THERESA B,,WCY7174,31,0,17,7,,31,A
256763000,2022-03-31T05:11:06,36.73565,-75.43573,0.5,288.9,183,CROATIA,IMO9723277,9HA3999,71,1,300,,,71,A
367390720,2022-03-31T05:11:09,29.26095,-89.96388,0,360,511,INTRUDER,IMO8964123,WDE7232,60,15,50,9,1.9,60,A
367143960,2022-03-31T05:11:10,29.68611,-91.1875,0,360,511,EMILY D,,WDJ3956,90,0,30,7,,70,A
367614640,2022-03-31T05:11:12,29.24963,-89.35949,0,360,511,DONE DEAL,,WDH4145,37,,21,,,,B
367552270,2022-03-31T05:19:25,41.91816,-73.98165,0,360,511,CAROLINA QUEEN,,WDG5977,60,5,25,9,,0,A
367124390,2022-03-31T05:11:31,48.81777,-122.71968,0,186,289,NRC COLUMBIA,IMO8978485,WDA8288,90,1,38,9,2.6,54,A
367709820,2022-03-31T05:13:56,41.82357,-87.73057,0.6,251.4,246,NORTHLAND,,WDI5560,31,0,21,,,31,A
367710540,2022-03-31T05:14:13,30.11678,-90.91247,0.1,248.2,39,AMERICA,,WDI5630,60,0,,,,60,A
366968740,2022-03-31T05:14:19,29.28527,-89.3601,0,0,511,NOLA,,WDB9045,60,15,15,5,,50,A
367777460,2022-03-31T05:19:27,27.62993,-82.56361,0,244,352,INDEPENDENT,IMO9826419,WDJ4411,31,15,,,,52,A
367710540,2022-03-31T05:16:33,30.11676,-90.91248,0,239.7,36,AMERICA,,WDI5630,60,0,,,,60,A
367074840,2022-03-31T05:16:36,29.78727,-95.08301,0,278.1,290,NORMAN,IMO8997974,WDF2367,31,12,29,9,,57,A
316026464,2022-03-31T05:16:32,49.23244,-123.23491,6.1,118.5,118,RIVER STAR,,,31,0,10,4,0.9,52,A
366759530,2022-03-31T05:16:54,47.6005,-122.3912,8.6,58,61,GUIDE,IMO9188556,WDE7328,31,0,31,10,3.4,52,A
431148000,2022-03-31T05:16:55,29.70999,-88.26042,0.2,196.1,207,FRONTIER SKY,IMO9488009,7JTL,70,1,291,45,18.2,70,A
305276000,2022-03-31T05:17:23,26.57258,-93.37401,10.6,138.2,138,BBC RHEIDERLAND,IMO9614696,V2HI6,71,0,161,26,7.4,71,A
538009565,2022-03-31T05:17:26,39.90563,-75.12664,0,60.1,16,MARBELLA CARRIER,IMO9063653,V7A4897,70,5,138,22,8.6,70,A
367573920,2022-03-31T05:17:27,37.2484,-76.50441,0.1,226.5,511,TIDEWATER,,WDG8091,90,15,13,,,59,A
367336580,2022-03-31T05:16:33,29.74364,-93.87042,0.8,35,125,SP PEARL,IMO9423164,WDE3266,31,0,33,12,5.1,52,A
247405800,2022-03-31T05:16:37,39.24143,-76.56592,0,169.7,143,GRANDE MIRAFIORI,IMO9782687,IBQY,70,5,199,36,9.6,70,A
367702240,2022-03-31T05:16:38,30.48227,-91.19543,4.4,0.2,0,LAURA RODGERS,,WDI4810,31,12,35,10,,52,A
366772750,2022-03-31T05:17:30,48.55609,-122.84786,14.8,321,323,WSF YAKIMA,IMO8835360,WCD7863,60,0,116,22,5.5,60,A
311000966,2022-03-31T05:16:18,18.25067,-68.00303,17.3,244.1,243,KYDON,IMO8916607,C6EP8,60,0,192,27,6.4,60,A
366431380,2022-03-31T05:16:39,39.998,-69.61172,0.4,359.1,511,NATHANIEL LEE,IMO8036926,WBT4511,30,,23,7,,,B
367637540,2022-03-31T05:14:07,27.82734,-97.4969,0,225.4,308,CAPT FRANK BANTA JR,,WDH6399,31,0,27,,,52,A
367462350,2022-03-31T05:16:48,39.75084,-74.11472,0,0,511,VIRGINIA LYNN,IMO8038352,WDF5366,30,,19,6,,,B
538005779,2022-03-31T05:14:10,37.23776,-123.14082,9,349.9,350,NAVIG8 AMESSI,IMO9719745,V7GX5,80,0,184,27,11.3,80,A
367552120,2022-03-31T05:19:37,38.62299,-90.18352,0.1,240.3,511,TOM SAWYER,,WDG5963,60,15,25,,,60,A
367572040,2022-03-31T05:14:14,33.2478,-79.21137,0.2,65.6,304,NA HOKU,IMO8973904,WDG7908,31,3,32,10,5,52,A
338084669,2022-03-31T05:18:57,25.32927,-80.2619,0,277.5,511,SARAH B,,,37,15,17,,,37,A
367726950,2022-03-31T05:15:13,29.70249,-94.13966,2.2,53.8,51,GAIL CECILIA,,WDI7262,31,0,,,,99,A
367733880,2022-03-31T05:16:20,33.72365,-118.07129,0,360,511,HIGH PRYORITY,,WDI7956,37,0,,,,37,A
367101920,2022-03-31T05:16:24,41.64828,-70.2792,0,70.4,205,GREY LADY,IMO8986157,WDC9414,60,0,43,10,,40,A
367494020,2022-03-31T05:14:15,48.52078,-122.61743,0,311.9,253,VIKING,IMO7309780,WDF8358,30,0,27,6,,30,A
367596760,2022-03-31T05:20:00,40.64789,-74.10049,4,271.2,271,CAPTAIN D,IMO8424587,WDH2354,31,0,27,7,3,52,A
367662140,2022-03-31T05:16:47,39.16134,-74.34094,9.7,352,511,CHRISTY,IMO7611389,WDH8851,30,,28,8,,,B
353162000,2022-03-31T05:16:54,37.23105,-124.57934,2.9,185,65,MSC BEATRICE,IMO9399014,3FUF2,70,2,366,51,15.6,79,A
367561870,2022-03-31T05:15:01,30.03286,-90.60932,0,267,41,SAVAGE DESTINY,,WDG6904,31,12,25,,,57,A
367747130,2022-03-31T05:14:17,29.72331,-84.98039,0.1,360,511,MISS MONA,,WDI9283,60,0,13,,,69,A
563131300,2022-03-31T05:16:58,29.3602,-94.91549,0.1,185.8,90,MARITIME GUARDIAN,IMO9853539,9V6711,80,5,183,35,8.5,80,A
367093520,2022-03-31T05:15:09,30.39297,-81.40502,0,221.8,511,C-TRACTOR 12,IMO9132181,WCW5016,31,0,31,11,3.3,0,A
338129119,2022-03-31T05:14:20,29.54236,-95.03402,0,0,511,EVIL TWIN,,,37,,15,,,,B
367353090,2022-03-31T05:15:10,28.29255,-92.98629,12.6,304,303,SUNSHINE STATE,IMO9408114,WDE4432,80,0,183,32,12.8,82,A
367302380,2022-03-31T05:09:53,27.8133,-97.41642,0,303.3,511,HOUSTON,,WDD8755,31,5,23,10,,57,A
367314830,2022-03-31T05:17:29,29.8169,-90.0058,0,257.6,511,MISS RAE ANNE,,WBO2481,60,0,19,5,,0,A
367004280,2022-03-31T05:09:58,30.16278,-90.99721,0,166.5,511,CSS RICHMOND,,WDC3231,31,0,16,6,,57,A
366946760,2022-03-31T05:16:59,40.6405,-74.1295,0,2.7,141,BRENDAN TURECAMO,IMO7420431,WDB9024,31,5,32,9,3.9,1,A
338084669,2022-03-31T05:16:26,25.32927,-80.26191,0,271.3,511,SARAH B,,,37,15,17,,,37,A
636017571,2022-03-31T05:16:28,27.63758,-83.06258,0.1,71.8,168,PORT BELMONTE,IMO9759678,D5LP4,70,1,,,,70,A
636090967,2022-03-31T05:10:21,40.47786,-73.63608,0,181,289,MONACO,IMO9314961,A8IF2,70,1,222,30,12,70,A
367503760,2022-03-31T05:10:24,30.08189,-93.33297,0,223,40,WES SELLARS,,WDF9302,31,12,26,9,,31,A
367503240,2022-03-31T05:10:29,30.05888,-93.36343,0,339.2,91,SAVAGE INSIGHT,,WDF9252,31,12,28,10,,57,A
219432000,2022-03-31T05:10:30,31.96391,-80.5335,8.5,279.6,280,TASING SWAN,IMO9403891,OUYQ2,80,0,129,19,8,80,A
316036089,2022-03-31T05:17:03,43.74755,-81.72923,0,14.8,253,ALGOMA SAULT,IMO9619282,VBCD,70,5,226,24,7,70,A
538070204,2022-03-31T05:17:21,27.51164,-82.55746,0,25.1,511,SALTY DAWG,,V7JR7,0,15,,,,0,A
367336580,2022-03-31T05:17:37,29.74393,-93.87035,0.7,353.5,97,SP PEARL,IMO9423164,WDE3266,31,0,33,12,5.1,52,A
367164070,2022-03-31T05:16:22,29.7774,-92.17752,0,5.1,287,MR BLAKE,IMO8658047,WDJ6709,60,0,41,8,,0,A
367783120,2022-03-31T05:17:38,29.7813,-92.18554,0,255.1,511,GO PATRIOT,IMO8987852,WDJ4988,90,0,39,10,3,90,A
367374930,2022-03-31T05:17:37,29.42471,-94.82914,3.5,339.2,332,ALLIANCE,,WDE6033,31,12,21,9,,57,A
538009620,2022-03-31T05:16:31,29.63877,-89.93968,12.9,105,105,GRACEFUL GERTRUDE,IMO9370408,V7A4965,79,0,179,28,8.9,79,A
357315000,2022-03-31T05:17:45,27.66834,-94.26309,14,299.3,299,LNG SCHNEEWEISSCHEN,IMO9771913,3EPT9,80,0,298,48,9.6,80,A
316009423,2022-03-31T05:14:58,43.63537,-79.39473,0.1,257.1,256,RADIUM YELLOWKNIFE,IMO5288956,CFN4606,31,8,36,8,1.9,52,A
367605650,2022-03-31T05:14:55,26.45889,-80.06465,0,209.3,511,TANGENT,,WDH3234,37,,11,3,,,B
367702240,2022-03-31T05:17:47,30.48367,-91.1955,4.4,357.2,2,LAURA RODGERS,,WDI4810,31,12,35,10,,52,A
572525210,2022-03-31T05:14:58,20.93948,-97.37427,0,155.6,94,OCEAN STAR,IMO9629615,T2HD4,90,5,78,20,4.8,36,A
367563090,2022-03-31T05:14:57,48.75602,-122.50991,0,360,511,ANAKAI,,WDG7023,99,15,17,4,0,99,A
311000807,2022-03-31T05:17:51,24.56666,-80.40436,18,61.7,74,SCARLET LADY,IMO9804801,C6DX2,60,0,277,38,8.1,60,A
367340460,2022-03-31T05:15:04,29.3702,-94.80452,7,156.5,150,TRINA SMITH,,WDE3530,31,12,26,9,,31,A
366902000,2022-03-31T05:15:03,29.64083,-91.11031,0,278.5,144,K-MARINE VI,IMO9199373,WDI7097,90,0,62,14,4.4,0,A
367779890,2022-03-31T05:16:28,29.76371,-95.09341,0,160.4,144,MAVERICK J,,WDJ4664,31,12,20,,,57,A
367156710,2022-03-31T05:17:51,29.13768,-89.24828,0,269.7,511,JOAN CENAC,,WDD5325,31,8,20,7,,31,A
538005779,2022-03-31T05:15:18,37.24054,-123.14142,8.6,350,349,NAVIG8 AMESSI,IMO9719745,V7GX5,80,0,184,27,11.3,80,A
368042470,2022-03-31T05:16:17,29.8334,-93.98905,0,330.4,511,SOPHIA GRACE,IMO8231484,WDK3156,57,12,118,34,2.9,57,A
367119570,2022-03-31T05:15:19,30.26163,-88.02315,0.1,324.3,511,MISS CLAIRE,IMO8734310,WDD2762,60,0,47,8,,60,A
316022038,2022-03-31T05:17:53,49.31549,-122.67637,2.5,10.6,511,OCEAN GORDON,,,31,15,14,5,0.5,52,A
367061190,2022-03-31T05:16:18,29.75878,-95.09299,0,320.5,300,DRUM POINT,IMO8998942,WDC6779,31,0,21,9,,57,A
368926299,2022-03-31T05:16:24,45.74773,-87.05253,0,98.4,511,MINNEAPOLIS ST PAUL,,LCS 21,35,5,0,0,0,35,A
316026565,2022-03-31T05:10:32,48.51302,-122.60867,0,259.7,511,LOLANI,,,37,,17,5,,,B
367432980,2022-03-31T05:16:32,47.62815,-122.39253,0,240.9,93,RAINDANCER,,WDF2879,37,5,18,5,,37,A
338184024,2022-03-31T05:16:32,33.9754,-118.45265,0,130.6,511,HUCKLEBERRY,,,37,,15,,,,B
367586630,2022-03-31T05:16:58,47.59554,-122.24169,0,105.7,511,WILD GOOSE TOO,,WDG9320,37,,20,,,,B
368169220,2022-03-31T05:15:28,29.72023,-90.15802,4.3,38.1,511,MORGAN RAY,,WDL8405,52,12,22,8,2.5,52,A
367518270,2022-03-31T05:17:25,39.73591,-75.54057,0,360,511,WILMINGTON FIREBOAT7,,WDG2694,90,5,21,,,51,A
367004030,2022-03-31T05:10:35,29.3487,-90.24693,0,278.3,511,TRENT JOSEPH,,WDE5440,31,0,20,7,,52,A
538006349,2022-03-31T05:16:19,48.22309,-123.75282,11.8,87.7,92,ALPHA ETHOS,IMO9723617,V7ME7,70,0,,,,70,A
367037310,2022-03-31T05:17:36,41.49078,-71.3267,0,0,511,NORTHEAST PILOT IV,,WDC5192,31,15,15,5,,0,A
367534680,2022-03-31T05:10:40,29.53349,-94.89714,8.4,145.1,142,CAPT NILES SHOEMAKER,,WDG4261,31,12,25,,,57,A
367483640,2022-03-31T05:10:34,30.06987,-89.83615,0,263.1,511,SHORELINE XVII,,WDF7353,90,1,17,7,,39,A
319026600,2022-03-31T05:10:43,26.09777,-80.16314,0.1,316.6,85,CHIQUI,,ZGBK7,37,0,40,8,2.3,37,A
366902000,2022-03-31T05:10:42,29.64083,-91.11028,0,278.5,144,K-MARINE VI,IMO9199373,WDI7097,90,0,62,14,4.4,0,A
316005444,2022-03-31T05:11:15,49.11818,-123.16408,0,360,511,VIKING SUNRISE,,CZ3319,30,0,20,6,2.6,30,A
368039060,2022-03-31T05:10:51,28.05596,-96.97886,5.8,220.3,221,DANIELLE CHRISTINA,IMO1278453,WDK2800,57,12,24,22,3.1,52,A
366772760,2022-03-31T05:11:23,47.61996,-122.51311,0,293.5,294,WSF TACOMA,IMO9133977,WCX9244,60,0,138,27,5.3,60,A
477493100,2022-03-31T05:11:04,29.76216,-95.091,0,318.2,45,JOSCO CHANGZHOU,IMO9458224,VRIH4,70,5,196,32,12.7,70,A
366565000,2022-03-31T05:11:04,37.77388,-122.30269,0,219.3,92,KEYSTONE STATE,IMO6605022,WCJI,70,5,203,23,10.2,70,A
367525060,2022-03-31T05:19:12,30.0082,-93.97674,0,241.7,66,LIBERTY,,WDG3345,31,5,29,,,57,A
366772760,2022-03-31T05:19:25,47.61998,-122.5131,0,293.5,294,WSF TACOMA,IMO9133977,WCX9244,60,0,138,27,5.3,60,A
247405800,2022-03-31T05:19:37,39.24146,-76.56592,0,165.6,143,GRANDE MIRAFIORI,IMO9782687,IBQY,70,5,199,36,9.6,70,A
233387000,2022-03-31T05:17:38,26.75095,-80.04981,0,238.8,84,SHERGAR,,GDDX,37,5,,,,37,A
367767850,2022-03-31T05:19:09,29.67179,-89.96346,0,265.7,511,BOLD RULER,,WDJ3419,31,15,19,9,,31,A
367156850,2022-03-31T05:18:07,29.74938,-91.17745,0,191.8,184,MARTHA T,IMO8301101,WDD5337,31,0,29,8,,57,A
368073550,2022-03-31T05:17:40,29.87849,-89.89943,0,258.2,511,MISS REAGAN,,WDK6335,60,0,15,5,1,60,A
367532880,2022-03-31T05:19:40,38.53864,-90.25053,0,360,511,EVA WALKER,IMO8842313,WDG4092,31,0,23,6,,52,A
368926299,2022-03-31T05:13:24,45.74773,-87.05254,0,105.6,511,MINNEAPOLIS ST PAUL,,LCS 21,35,5,0,0,0,35,A
368400000,2022-03-31T05:18:04,29.14693,-90.20867,0,159,59,DINO CHOUEST,IMO9382853,WHAE,90,5,106,21,8.5,79,A
249652000,2022-03-31T05:16:32,19.18075,-65.13138,14.8,56.8,57,JS INEOS INDEPENDENC,IMO9744960,9HA4327,80,0,,,,89,A
367675880,2022-03-31T05:19:47,27.82003,-97.47473,0,121.8,22,CAPT. ELLIOT CROCHET,IMO1259540,WDJ4739,52,0,23,11,3.1,52,A
367454140,2022-03-31T05:18:09,29.86605,-93.93419,0,360,511,MASTER HAI,IMO8939477,WDF4637,30,,26,7,,,B
367703000,2022-03-31T05:13:26,39.08682,-75.18864,15.1,144.3,142,OVERSEAS LONG BEACH,IMO9353527,WAAT,80,0,183,32,12.2,80,A
368555000,2022-03-31T05:19:47,47.63031,-122.38386,0,218.2,511,ARCTIC STORM,IMO8720113,WTQ5896,30,0,101,14,6.4,30,A
368110430,2022-03-31T05:16:37,29.96922,-90.2403,0,111.8,297,POINT A LA HACHE,,WDL2256,57,12,113,33,2.6,57,A
367353090,2022-03-31T05:19:49,28.30188,-93.00163,12.7,305,305,SUNSHINE STATE,IMO9408114,WDE4432,80,0,183,32,12.8,82,A
367728230,2022-03-31T05:18:11,31.46629,-91.51581,4.8,348.8,351,DONNY NOLAN,,WDI7388,31,12,28,10,,57,A
367139000,2022-03-31T05:13:29,30.48623,-91.75161,0,321.6,349,TOM HENDERSON,,WDM6260,52,12,36,11,2.8,57,A
316002718,2022-03-31T05:16:38,48.37383,-123.7192,0,360,511,ISLAND JOY,,,30,,,,,,B
367431060,2022-03-31T05:13:30,30.01193,-90.73207,3.9,279.6,277,BERNARD P,IMO8987371,WDF2713,31,12,17,6,,31,A
366920310,2022-03-31T05:16:42,40.55409,-74.2448,10.7,233,511,LIZ VINIK,IMO5107918,WDJ7775,31,0,33,8,4,52,A
367502540,2022-03-31T05:14:27,29.93894,-90.0062,0,350.9,305,STEVE GOLDING,,WDF9182,31,12,33,9,,57,A
367041150,2022-03-31T05:13:33,29.02072,-89.33938,0.1,113.8,511,DIXIE,,WDC5441,31,0,15,6,,52,A
255806423,2022-03-31T05:18:19,29.74333,-95.09823,0,217.2,319,STOLT EBONY,IMO9744908,CQEM4,82,5,180,28,7.2,82,A
367765930,2022-03-31T05:14:50,34.73993,-90.54354,7.1,277.8,269,SCF VISION,,WDJ3219,31,0,,,,57,A
367740750,2022-03-31T05:15:06,40.81382,-73.7772,0.1,292.7,39,ERNEST CAMPBELL,IMO7045982,WDI8651,31,0,35,9,4.6,52,A
338189000,2022-03-31T05:13:44,29.14472,-90.20522,0,57,161,BREEZE,IMO9684835,WDH5055,90,0,76,18,5.9,70,A
367121040,2022-03-31T05:16:21,41.90695,-80.78468,0,0,1,AMERICAN COURAGE,IMO7634226,WDD2879,70,15,193,20,8.3,0,A
367308990,2022-03-31T05:13:47,30.23788,-91.12885,0,306,249,SAWYER WILLIAM,,WDD9255,31,12,26,9,,31,A
367743710,2022-03-31T05:16:21,33.00766,-79.91121,0,43.8,234,ISLAND MERCHANT,IMO8971592,WDI8942,31,0,19,,,52,A
316001696,2022-03-31T05:13:48,48.45255,-89.17812,0,165.4,511,TIM S DOOL,IMO6800919,VGPY,70,5,222,23,8.2,79,A
368208150,2022-03-31T05:16:25,31.15349,-81.49982,0,264.9,511,CLASSEA,IMO0000000,WDM4620,37,,11,4,,,B
367340090,2022-03-31T05:17:27,30.37105,-88.56438,0,111.5,511,SIGNET VIGILANT,,WDH6044,31,0,22,9,0,31,A
577201000,2022-03-31T05:09:28,20.17355,-158.86036,9.6,35.4,40,B SKY,IMO9381627,YJTN7,80,0,105,16,6.6,80,A
367768250,2022-03-31T05:17:34,27.84379,-97.07039,0,271.3,511,R E STOTZER JR,,WDJ3467,60,0,,,,60,A
316035878,2022-03-31T05:18:19,44.21759,-66.14314,0,323.1,208,NORCON BJORN,IMO9267261,CKA2393,90,5,44,10,3,99,A
367171010,2022-03-31T05:17:35,30.01148,-90.76288,0,267.9,511,ED,,WDD6296,31,0,15,6,,52,A
368872000,2022-03-31T05:09:33,33.04621,-118.22291,7.8,120.6,120,US WARSHIP 22,,,35,0,129,32,0,35,A
366939710,2022-03-31T05:19:06,40.6803,-74.02271,6.1,58.4,57,MIRIAM MORAN,IMO7908146,WQZ6572,31,0,30,9,3.9,52,A
